[s],CH1[V]
5.60779E-01,4.000E-04
5.60819E-01,1.200E-03
5.60859E-01,4.000E-04
5.60899E-01,1.200E-03
5.60939E-01,4.000E-04
5.60979E-01,1.200E-03
5.61019E-01,1.200E-03
5.61059E-01,4.000E-04
5.61099E-01,8.000E-04
5.61139E-01,8.000E-04
5.61179E-01,4.000E-04
5.61219E-01,3.300E-19
5.61259E-01,4.000E-04
5.61299E-01,8.000E-04
5.61339E-01,8.000E-04
5.61379E-01,4.000E-04
5.61419E-01,8.000E-04
5.61459E-01,8.000E-04
5.61499E-01,8.000E-04
5.61539E-01,4.000E-04
5.61579E-01,3.300E-19
5.61619E-01,8.000E-04
5.61659E-01,8.000E-04
5.61699E-01,3.300E-19
5.61739E-01,3.300E-19
5.61779E-01,4.000E-04
5.61819E-01,4.000E-04
5.61859E-01,3.300E-19
5.61899E-01,4.000E-04
5.61939E-01,4.000E-04
5.61979E-01,-4.000E-04
5.62019E-01,-4.000E-04
5.62059E-01,4.000E-04
5.62099E-01,-4.000E-04
5.62139E-01,3.300E-19
5.62179E-01,3.300E-19
5.62219E-01,4.000E-04
5.62259E-01,3.300E-19
5.62299E-01,8.000E-04
5.62339E-01,-8.000E-04
5.62379E-01,-4.000E-04
5.62419E-01,3.300E-19
5.62459E-01,4.000E-04
5.62499E-01,-8.000E-04
5.62539E-01,-4.000E-04
5.62579E-01,-4.000E-04
5.62620E-01,-8.000E-04
5.62660E-01,-8.000E-04
5.62700E-01,-1.200E-03
5.62740E-01,-4.000E-04
5.62780E-01,-8.000E-04
5.62820E-01,-1.200E-03
5.62860E-01,-2.000E-03
5.62900E-01,-2.000E-03
5.62940E-01,-1.200E-03
5.62980E-01,-1.600E-03
5.63020E-01,-2.000E-03
5.63060E-01,-2.000E-03
5.63100E-01,-2.000E-03
5.63140E-01,-2.000E-03
5.63180E-01,-2.400E-03
5.63220E-01,-2.800E-03
5.63260E-01,-2.400E-03
5.63300E-01,-2.400E-03
5.63340E-01,-2.800E-03
5.63380E-01,-3.200E-03
5.63420E-01,-3.200E-03
5.63460E-01,-4.000E-03
5.63500E-01,-4.000E-03
5.63540E-01,-4.000E-03
5.63580E-01,-4.800E-03
5.63620E-01,-4.400E-03
5.63660E-01,-4.400E-03
5.63700E-01,-5.200E-03
5.63740E-01,-5.200E-03
5.63780E-01,-5.200E-03
5.63820E-01,-5.200E-03
5.63860E-01,-6.400E-03
5.63900E-01,-6.800E-03
5.63940E-01,-6.800E-03
5.63980E-01,-6.800E-03
5.64020E-01,-7.200E-03
5.64060E-01,-7.200E-03
5.64100E-01,-8.000E-03
5.64140E-01,-8.400E-03
5.64180E-01,-8.000E-03
5.64220E-01,-9.600E-03
5.64260E-01,-9.600E-03
5.64300E-01,-1.000E-02
5.64340E-01,-1.000E-02
5.64380E-01,-1.120E-02
5.64420E-01,-1.080E-02
5.64460E-01,-1.160E-02
5.64500E-01,-1.240E-02
5.64540E-01,-1.320E-02
5.64580E-01,-1.320E-02
5.64621E-01,-1.280E-02
5.64661E-01,-1.480E-02
5.64701E-01,-1.440E-02
5.64741E-01,-1.560E-02
5.64781E-01,-1.520E-02
5.64821E-01,-1.640E-02
5.64861E-01,-1.640E-02
5.64901E-01,-1.720E-02
5.64941E-01,-1.840E-02
5.64981E-01,-1.800E-02
5.65021E-01,-2.000E-02
5.65061E-01,-1.960E-02
5.65101E-01,-2.040E-02
5.65141E-01,-2.080E-02
5.65181E-01,-2.200E-02
5.65221E-01,-2.240E-02
5.65261E-01,-2.280E-02
5.65301E-01,-2.360E-02
5.65341E-01,-2.440E-02
5.65381E-01,-2.520E-02
5.65421E-01,-2.480E-02
5.65461E-01,-2.640E-02
5.65501E-01,-2.640E-02
5.65541E-01,-2.800E-02
5.65581E-01,-2.720E-02
5.65621E-01,-2.880E-02
5.65661E-01,-2.880E-02
5.65701E-01,-3.000E-02
5.65741E-01,-3.080E-02
5.65781E-01,-3.080E-02
5.65821E-01,-3.160E-02
5.65861E-01,-3.200E-02
5.65901E-01,-3.360E-02
5.65941E-01,-3.280E-02
5.65981E-01,-3.400E-02
5.66021E-01,-3.480E-02
5.66061E-01,-3.560E-02
5.66101E-01,-3.520E-02
5.66141E-01,-3.640E-02
5.66181E-01,-3.640E-02
5.66221E-01,-3.720E-02
5.66261E-01,-3.800E-02
5.66301E-01,-3.800E-02
5.66341E-01,-3.800E-02
5.66381E-01,-3.960E-02
5.66421E-01,-3.920E-02
5.66461E-01,-4.000E-02
5.66501E-01,-4.120E-02
5.66541E-01,-4.040E-02
5.66581E-01,-4.160E-02
5.66622E-01,-4.160E-02
5.66662E-01,-4.200E-02
5.66702E-01,-4.200E-02
5.66742E-01,-4.240E-02
5.66782E-01,-4.360E-02
5.66822E-01,-4.400E-02
5.66862E-01,-4.360E-02
5.66902E-01,-4.360E-02
5.66942E-01,-4.400E-02
5.66982E-01,-4.440E-02
5.67022E-01,-4.480E-02
5.67062E-01,-4.480E-02
5.67102E-01,-4.480E-02
5.67142E-01,-4.480E-02
5.67182E-01,-4.560E-02
5.67222E-01,-4.640E-02
5.67262E-01,-4.560E-02
5.67302E-01,-4.680E-02
5.67342E-01,-4.680E-02
5.67382E-01,-4.680E-02
5.67422E-01,-4.720E-02
5.67462E-01,-4.680E-02
5.67502E-01,-4.720E-02
5.67542E-01,-4.720E-02
5.67582E-01,-4.760E-02
5.67622E-01,-4.760E-02
5.67662E-01,-4.760E-02
5.67702E-01,-4.800E-02
5.67742E-01,-4.840E-02
5.67782E-01,-4.800E-02
5.67822E-01,-4.880E-02
5.67862E-01,-4.880E-02
5.67902E-01,-4.880E-02
5.67942E-01,-4.800E-02
5.67982E-01,-4.880E-02
5.68022E-01,-4.840E-02
5.68062E-01,-4.920E-02
5.68102E-01,-4.880E-02
5.68142E-01,-4.880E-02
5.68182E-01,-4.880E-02
5.68222E-01,-4.880E-02
5.68262E-01,-4.880E-02
5.68302E-01,-4.920E-02
5.68342E-01,-4.880E-02
5.68382E-01,-4.880E-02
5.68422E-01,-4.960E-02
5.68462E-01,-4.920E-02
5.68502E-01,-4.880E-02
5.68542E-01,-4.960E-02
5.68582E-01,-4.920E-02
5.68623E-01,-4.920E-02
5.68663E-01,-5.040E-02
5.68703E-01,-4.960E-02
5.68743E-01,-4.920E-02
5.68783E-01,-4.880E-02
5.68823E-01,-4.960E-02
5.68863E-01,-4.920E-02
5.68903E-01,-4.920E-02
5.68943E-01,-4.880E-02
5.68983E-01,-4.960E-02
5.69023E-01,-4.920E-02
5.69063E-01,-5.000E-02
5.69103E-01,-5.000E-02
5.69143E-01,-5.000E-02
5.69183E-01,-4.920E-02
5.69223E-01,-4.920E-02
5.69263E-01,-4.920E-02
5.69303E-01,-5.000E-02
5.69343E-01,-4.840E-02
5.69383E-01,-4.880E-02
5.69423E-01,-4.920E-02
5.69463E-01,-4.880E-02
5.69503E-01,-4.920E-02
5.69543E-01,-4.840E-02
5.69583E-01,-4.920E-02
5.69623E-01,-4.880E-02
5.69663E-01,-4.880E-02
5.69703E-01,-4.800E-02
5.69743E-01,-4.840E-02
5.69783E-01,-4.880E-02
5.69823E-01,-4.840E-02
5.69863E-01,-4.800E-02
5.69903E-01,-4.760E-02
5.69943E-01,-4.800E-02
5.69983E-01,-4.760E-02
5.70023E-01,-4.760E-02
5.70063E-01,-4.800E-02
5.70103E-01,-4.680E-02
5.70143E-01,-4.720E-02
5.70183E-01,-4.720E-02
5.70223E-01,-4.680E-02
5.70263E-01,-4.640E-02
5.70303E-01,-4.600E-02
5.70343E-01,-4.600E-02
5.70383E-01,-4.600E-02
5.70423E-01,-4.600E-02
5.70463E-01,-4.560E-02
5.70503E-01,-4.560E-02
5.70543E-01,-4.440E-02
5.70583E-01,-4.480E-02
5.70624E-01,-4.440E-02
5.70664E-01,-4.400E-02
5.70704E-01,-4.400E-02
5.70744E-01,-4.360E-02
5.70784E-01,-4.320E-02
5.70824E-01,-4.280E-02
5.70864E-01,-4.240E-02
5.70904E-01,-4.200E-02
5.70944E-01,-4.120E-02
5.70984E-01,-4.120E-02
5.71024E-01,-4.080E-02
5.71064E-01,-4.040E-02
5.71104E-01,-4.000E-02
5.71144E-01,-3.880E-02
5.71184E-01,-3.840E-02
5.71224E-01,-3.840E-02
5.71264E-01,-3.880E-02
5.71304E-01,-3.720E-02
5.71344E-01,-3.640E-02
5.71384E-01,-3.520E-02
5.71424E-01,-3.600E-02
5.71464E-01,-3.480E-02
5.71504E-01,-3.440E-02
5.71544E-01,-3.400E-02
5.71584E-01,-3.280E-02
5.71624E-01,-3.200E-02
5.71664E-01,-3.240E-02
5.71704E-01,-3.160E-02
5.71744E-01,-3.120E-02
5.71784E-01,-3.040E-02
5.71824E-01,-2.960E-02
5.71864E-01,-2.960E-02
5.71904E-01,-2.840E-02
5.71944E-01,-2.840E-02
5.71984E-01,-2.720E-02
5.72024E-01,-2.640E-02
5.72064E-01,-2.600E-02
5.72104E-01,-2.560E-02
5.72144E-01,-2.520E-02
5.72184E-01,-2.480E-02
5.72224E-01,-2.400E-02
5.72264E-01,-2.320E-02
5.72304E-01,-2.280E-02
5.72344E-01,-2.160E-02
5.72384E-01,-2.080E-02
5.72424E-01,-2.040E-02
5.72464E-01,-2.040E-02
5.72504E-01,-1.960E-02
5.72544E-01,-1.920E-02
5.72584E-01,-1.920E-02
5.72625E-01,-1.840E-02
5.72665E-01,-1.680E-02
5.72705E-01,-1.760E-02
5.72745E-01,-1.680E-02
5.72785E-01,-1.600E-02
5.72825E-01,-1.600E-02
5.72865E-01,-1.480E-02
5.72905E-01,-1.480E-02
5.72945E-01,-1.440E-02
5.72985E-01,-1.480E-02
5.73025E-01,-1.360E-02
5.73065E-01,-1.280E-02
5.73105E-01,-1.240E-02
5.73145E-01,-1.160E-02
5.73185E-01,-1.160E-02
5.73225E-01,-1.160E-02
5.73265E-01,-1.040E-02
5.73305E-01,-1.120E-02
5.73345E-01,-1.000E-02
5.73385E-01,-9.600E-03
5.73425E-01,-8.800E-03
5.73465E-01,-8.400E-03
5.73505E-01,-8.000E-03
5.73545E-01,-8.400E-03
5.73585E-01,-7.600E-03
5.73625E-01,-7.200E-03
5.73665E-01,-6.400E-03
5.73705E-01,-6.400E-03
5.73745E-01,-6.000E-03
5.73785E-01,-5.600E-03
5.73825E-01,-5.600E-03
5.73865E-01,-5.200E-03
5.73905E-01,-4.800E-03
5.73945E-01,-4.800E-03
5.73985E-01,-4.400E-03
5.74025E-01,-4.400E-03
5.74065E-01,-3.600E-03
5.74105E-01,-4.000E-03
5.74145E-01,-3.200E-03
5.74185E-01,-2.800E-03
5.74225E-01,-2.800E-03
5.74265E-01,-2.400E-03
5.74305E-01,-2.000E-03
5.74345E-01,-2.000E-03
5.74385E-01,-1.600E-03
5.74425E-01,-2.000E-03
5.74465E-01,-2.000E-03
5.74505E-01,-1.600E-03
5.74545E-01,-1.200E-03
5.74585E-01,-8.000E-04
5.74626E-01,-4.000E-04
5.74666E-01,-8.000E-04
5.74706E-01,3.300E-19
5.74746E-01,-4.000E-04
5.74786E-01,-4.000E-04
5.74826E-01,3.300E-19
5.74866E-01,4.000E-04
5.74906E-01,4.000E-04
5.74946E-01,4.000E-04
5.74986E-01,1.600E-03
5.75026E-01,8.000E-04
5.75066E-01,4.000E-04
5.75106E-01,1.600E-03
5.75146E-01,1.200E-03
5.75186E-01,1.200E-03
5.75226E-01,8.000E-04
5.75266E-01,1.600E-03
5.75306E-01,1.600E-03
5.75346E-01,2.000E-03
5.75386E-01,1.200E-03
5.75426E-01,2.000E-03
5.75466E-01,2.400E-03
5.75506E-01,2.000E-03
5.75546E-01,2.400E-03
5.75586E-01,2.400E-03
5.75626E-01,2.400E-03
5.75666E-01,2.400E-03
5.75706E-01,2.000E-03
5.75746E-01,2.400E-03
5.75786E-01,2.800E-03
5.75826E-01,2.800E-03
5.75866E-01,2.800E-03
5.75906E-01,3.200E-03
5.75946E-01,2.800E-03
5.75986E-01,3.200E-03
5.76026E-01,2.400E-03
5.76066E-01,3.200E-03
5.76106E-01,3.200E-03
5.76146E-01,2.800E-03
5.76186E-01,3.600E-03
5.76226E-01,2.800E-03
5.76266E-01,3.600E-03
5.76306E-01,3.200E-03
5.76346E-01,3.600E-03
5.76386E-01,3.600E-03
5.76426E-01,3.600E-03
5.76466E-01,3.200E-03
5.76506E-01,3.600E-03
5.76546E-01,2.800E-03
5.76586E-01,3.600E-03
5.76627E-01,4.000E-03
5.76667E-01,3.600E-03
5.76707E-01,3.600E-03
5.76747E-01,3.600E-03
5.76787E-01,3.600E-03
5.76827E-01,3.600E-03
5.76867E-01,4.400E-03
5.76907E-01,3.600E-03
5.76947E-01,3.600E-03
5.76987E-01,4.400E-03
5.77027E-01,4.000E-03
5.77067E-01,4.000E-03
5.77107E-01,3.200E-03
5.77147E-01,4.400E-03
5.77187E-01,3.600E-03
5.77227E-01,3.600E-03
5.77267E-01,3.600E-03
5.77307E-01,2.800E-03
5.77347E-01,4.000E-03
5.77387E-01,3.600E-03
5.77427E-01,3.600E-03
5.77467E-01,3.600E-03
5.77507E-01,4.000E-03
5.77547E-01,4.000E-03
5.77587E-01,3.600E-03
5.77627E-01,3.600E-03
5.77667E-01,4.000E-03
5.77707E-01,4.000E-03
5.77747E-01,4.000E-03
5.77787E-01,3.600E-03
5.77827E-01,3.600E-03
5.77867E-01,4.000E-03
5.77907E-01,2.800E-03
5.77947E-01,2.800E-03
5.77987E-01,4.000E-03
5.78027E-01,3.200E-03
5.78067E-01,4.000E-03
5.78107E-01,4.000E-03
5.78147E-01,4.400E-03
5.78187E-01,3.200E-03
5.78227E-01,3.600E-03
5.78267E-01,3.600E-03
5.78307E-01,4.000E-03
5.78347E-01,3.200E-03
5.78387E-01,3.600E-03
5.78427E-01,4.000E-03
5.78467E-01,3.600E-03
5.78507E-01,3.200E-03
5.78547E-01,4.000E-03
5.78587E-01,3.600E-03
5.78628E-01,3.200E-03
5.78668E-01,4.000E-03
5.78708E-01,3.200E-03
5.78748E-01,3.200E-03
5.78788E-01,4.000E-03
5.78828E-01,3.200E-03
5.78868E-01,3.600E-03
5.78908E-01,3.600E-03
5.78948E-01,3.600E-03
5.78988E-01,3.600E-03
5.79028E-01,3.600E-03
5.79068E-01,4.000E-03
5.79108E-01,4.000E-03
5.79148E-01,3.200E-03
5.79188E-01,4.400E-03
5.79228E-01,4.400E-03
5.79268E-01,4.400E-03
5.79308E-01,4.000E-03
5.79348E-01,3.600E-03
5.79388E-01,3.200E-03
5.79428E-01,3.600E-03
5.79468E-01,3.600E-03
5.79508E-01,3.600E-03
5.79548E-01,3.600E-03
5.79588E-01,3.200E-03
5.79628E-01,3.200E-03
5.79668E-01,4.000E-03
5.79708E-01,3.600E-03
5.79748E-01,3.200E-03
5.79788E-01,3.600E-03
5.79828E-01,4.000E-03
5.79868E-01,3.200E-03
5.79908E-01,3.600E-03
5.79948E-01,3.600E-03
5.79988E-01,3.200E-03
5.80028E-01,4.000E-03
5.80068E-01,3.200E-03
5.80108E-01,2.800E-03
5.80148E-01,4.400E-03
5.80188E-01,4.000E-03
5.80228E-01,3.600E-03
5.80268E-01,3.600E-03
5.80308E-01,3.600E-03
5.80348E-01,3.600E-03
5.80388E-01,4.000E-03
5.80428E-01,3.200E-03
5.80468E-01,3.600E-03
5.80508E-01,3.600E-03
5.80548E-01,3.600E-03
5.80588E-01,4.000E-03
5.80628E-01,4.000E-03
5.80669E-01,3.200E-03
5.80709E-01,3.600E-03
5.80749E-01,3.600E-03
5.80789E-01,3.600E-03
5.80829E-01,3.200E-03
5.80869E-01,3.600E-03
5.80909E-01,3.600E-03
5.80949E-01,4.000E-03
5.80989E-01,3.200E-03
5.81029E-01,3.600E-03
5.81069E-01,3.600E-03
5.81109E-01,3.600E-03
5.81149E-01,4.000E-03
5.81189E-01,3.600E-03
5.81229E-01,3.600E-03
5.81269E-01,4.000E-03
5.81309E-01,3.600E-03
5.81349E-01,3.200E-03
5.81389E-01,2.800E-03
5.81429E-01,3.600E-03
5.81469E-01,3.200E-03
5.81509E-01,3.600E-03
5.81549E-01,3.600E-03
5.81589E-01,3.600E-03
5.81629E-01,3.600E-03
5.81669E-01,3.200E-03
5.81709E-01,3.200E-03
5.81749E-01,4.000E-03
5.81789E-01,3.200E-03
5.81829E-01,3.600E-03
5.81869E-01,3.600E-03
5.81909E-01,4.400E-03
5.81949E-01,3.200E-03
5.81989E-01,3.200E-03
5.82029E-01,4.000E-03
5.82069E-01,3.600E-03
5.82109E-01,3.600E-03
5.82149E-01,3.600E-03
5.82189E-01,3.600E-03
5.82229E-01,3.600E-03
5.82269E-01,4.000E-03
5.82309E-01,3.600E-03
5.82349E-01,3.600E-03
5.82389E-01,3.600E-03
5.82429E-01,3.600E-03
5.82469E-01,3.600E-03
5.82509E-01,3.200E-03
5.82549E-01,3.600E-03
5.82589E-01,3.600E-03
5.82629E-01,4.000E-03
5.82670E-01,4.000E-03
5.82710E-01,3.600E-03
5.82750E-01,4.000E-03
5.82790E-01,3.600E-03
5.82830E-01,4.000E-03
5.82870E-01,4.400E-03
5.82910E-01,4.000E-03
5.82950E-01,3.200E-03
5.82990E-01,4.000E-03
5.83030E-01,4.400E-03
5.83070E-01,4.400E-03
5.83110E-01,4.000E-03
5.83150E-01,3.600E-03
5.83190E-01,4.400E-03
5.83230E-01,4.400E-03
5.83270E-01,4.000E-03
5.83310E-01,4.400E-03
5.83350E-01,4.000E-03
5.83390E-01,4.000E-03
5.83430E-01,4.800E-03
5.83470E-01,4.000E-03
5.83510E-01,3.600E-03
5.83550E-01,4.000E-03
5.83590E-01,3.600E-03
5.83630E-01,4.000E-03
5.83670E-01,4.000E-03
5.83710E-01,3.600E-03
5.83750E-01,4.400E-03
5.83790E-01,4.800E-03
5.83830E-01,3.600E-03
5.83870E-01,4.000E-03
5.83910E-01,4.000E-03
5.83950E-01,4.000E-03
5.83990E-01,4.000E-03
5.84030E-01,4.000E-03
5.84070E-01,4.000E-03
5.84110E-01,4.400E-03
5.84150E-01,3.600E-03
5.84190E-01,4.400E-03
5.84230E-01,4.000E-03
5.84270E-01,4.000E-03
5.84310E-01,4.400E-03
5.84350E-01,4.000E-03
5.84390E-01,3.600E-03
5.84430E-01,3.600E-03
5.84470E-01,4.000E-03
5.84510E-01,4.400E-03
5.84550E-01,4.000E-03
5.84590E-01,4.400E-03
5.84630E-01,4.000E-03
5.84671E-01,3.600E-03
5.84711E-01,3.600E-03
5.84751E-01,4.400E-03
5.84791E-01,4.000E-03
5.84831E-01,3.600E-03
5.84871E-01,4.000E-03
5.84911E-01,4.000E-03
5.84951E-01,4.000E-03
5.84991E-01,3.600E-03
5.85031E-01,4.000E-03
5.85071E-01,3.600E-03
5.85111E-01,4.800E-03
5.85151E-01,4.400E-03
5.85191E-01,4.000E-03
5.85231E-01,4.800E-03
5.85271E-01,4.000E-03
5.85311E-01,4.000E-03
5.85351E-01,4.400E-03
5.85391E-01,4.400E-03
5.85431E-01,4.400E-03
5.85471E-01,3.600E-03
5.85511E-01,4.400E-03
5.85551E-01,4.000E-03
5.85591E-01,4.400E-03
5.85631E-01,4.000E-03
5.85671E-01,3.200E-03
5.85711E-01,3.600E-03
5.85751E-01,4.400E-03
5.85791E-01,4.400E-03
5.85831E-01,4.400E-03
5.85871E-01,4.000E-03
5.85911E-01,3.600E-03
5.85951E-01,4.000E-03
5.85991E-01,3.600E-03
5.86031E-01,3.600E-03
5.86071E-01,4.800E-03
5.86111E-01,4.400E-03
5.86151E-01,4.000E-03
5.86191E-01,3.600E-03
5.86231E-01,4.000E-03
5.86271E-01,4.000E-03
5.86311E-01,4.000E-03
5.86351E-01,4.000E-03
5.86391E-01,4.400E-03
5.86431E-01,4.000E-03
5.86471E-01,4.000E-03
5.86511E-01,4.000E-03
5.86551E-01,4.400E-03
5.86591E-01,4.800E-03
5.86631E-01,4.000E-03
5.86672E-01,4.000E-03
5.86712E-01,4.400E-03
5.86752E-01,3.600E-03
5.86792E-01,3.200E-03
5.86832E-01,3.600E-03
5.86872E-01,4.400E-03
5.86912E-01,4.000E-03
5.86952E-01,4.000E-03
5.86992E-01,4.000E-03
5.87032E-01,4.000E-03
5.87072E-01,3.200E-03
5.87112E-01,4.000E-03
5.87152E-01,3.200E-03
5.87192E-01,3.600E-03
5.87232E-01,3.600E-03
5.87272E-01,4.400E-03
5.87312E-01,3.600E-03
5.87352E-01,3.200E-03
5.87392E-01,3.600E-03
5.87432E-01,4.000E-03
5.87472E-01,3.600E-03
5.87512E-01,4.800E-03
5.87552E-01,3.600E-03
5.87592E-01,4.000E-03
5.87632E-01,3.600E-03
5.87672E-01,3.200E-03
5.87712E-01,3.200E-03
5.87752E-01,3.600E-03
5.87792E-01,4.400E-03
5.87832E-01,4.000E-03
5.87872E-01,3.600E-03
5.87912E-01,3.200E-03
5.87952E-01,3.600E-03
5.87992E-01,3.600E-03
5.88032E-01,3.600E-03
5.88072E-01,4.000E-03
5.88112E-01,3.200E-03
5.88152E-01,3.600E-03
5.88192E-01,2.800E-03
5.88232E-01,3.600E-03
5.88272E-01,3.600E-03
5.88312E-01,2.400E-03
5.88352E-01,3.600E-03
5.88392E-01,3.600E-03
5.88432E-01,3.200E-03
5.88472E-01,2.800E-03
5.88512E-01,3.200E-03
5.88552E-01,4.000E-03
5.88592E-01,3.600E-03
5.88632E-01,3.200E-03
5.88673E-01,3.200E-03
5.88713E-01,3.200E-03
5.88753E-01,3.600E-03
5.88793E-01,3.600E-03
5.88833E-01,3.600E-03
5.88873E-01,3.200E-03
5.88913E-01,4.000E-03
5.88953E-01,3.600E-03
5.88993E-01,3.200E-03
5.89033E-01,2.800E-03
5.89073E-01,2.400E-03
5.89113E-01,4.000E-03
5.89153E-01,3.200E-03
5.89193E-01,4.800E-03
5.89233E-01,3.600E-03
5.89273E-01,2.800E-03
5.89313E-01,3.600E-03
5.89353E-01,2.800E-03
5.89393E-01,3.200E-03
5.89433E-01,2.400E-03
5.89473E-01,3.200E-03
5.89513E-01,3.200E-03
5.89553E-01,3.600E-03
5.89593E-01,3.600E-03
5.89633E-01,3.200E-03
5.89673E-01,3.200E-03
5.89713E-01,4.000E-03
5.89753E-01,3.600E-03
5.89793E-01,2.800E-03
5.89833E-01,3.200E-03
5.89873E-01,3.200E-03
5.89913E-01,3.200E-03
5.89953E-01,3.600E-03
5.89993E-01,3.200E-03
5.90033E-01,3.200E-03
5.90073E-01,3.600E-03
5.90113E-01,3.200E-03
5.90153E-01,3.600E-03
5.90193E-01,3.600E-03
5.90233E-01,3.200E-03
5.90273E-01,3.600E-03
5.90313E-01,3.600E-03
5.90353E-01,3.200E-03
5.90393E-01,3.200E-03
5.90433E-01,3.200E-03
5.90473E-01,2.800E-03
5.90513E-01,4.000E-03
5.90553E-01,2.800E-03
5.90593E-01,3.200E-03
5.90633E-01,4.000E-03
5.90674E-01,2.800E-03
5.90714E-01,3.200E-03
5.90754E-01,2.800E-03
5.90794E-01,4.000E-03
5.90834E-01,3.600E-03
5.90874E-01,3.600E-03
5.90914E-01,2.800E-03
5.90954E-01,3.200E-03
5.90994E-01,2.800E-03
5.91034E-01,3.600E-03
5.91074E-01,3.200E-03
5.91114E-01,3.200E-03
5.91154E-01,3.600E-03
5.91194E-01,3.200E-03
5.91234E-01,2.800E-03
5.91274E-01,3.600E-03
5.91314E-01,2.800E-03
5.91354E-01,2.800E-03
5.91394E-01,3.200E-03
5.91434E-01,3.200E-03
5.91474E-01,2.800E-03
5.91514E-01,3.200E-03
5.91554E-01,2.800E-03
5.91594E-01,3.600E-03
5.91634E-01,3.600E-03
5.91674E-01,3.200E-03
5.91714E-01,3.200E-03
5.91754E-01,2.800E-03
5.91794E-01,3.200E-03
5.91834E-01,3.200E-03
5.91874E-01,3.200E-03
5.91914E-01,2.800E-03
5.91954E-01,3.200E-03
5.91994E-01,3.200E-03
5.92034E-01,3.600E-03
5.92074E-01,3.200E-03
5.92114E-01,3.200E-03
5.92154E-01,2.800E-03
5.92194E-01,2.800E-03
5.92234E-01,3.600E-03
5.92274E-01,3.200E-03
5.92314E-01,3.600E-03
5.92354E-01,3.600E-03
5.92394E-01,3.200E-03
5.92434E-01,3.200E-03
5.92474E-01,2.800E-03
5.92514E-01,3.200E-03
5.92554E-01,3.200E-03
5.92594E-01,2.800E-03
5.92634E-01,3.600E-03
5.92675E-01,3.200E-03
5.92715E-01,3.600E-03
5.92755E-01,3.200E-03
5.92795E-01,3.600E-03
5.92835E-01,3.200E-03
5.92875E-01,2.800E-03
5.92915E-01,4.000E-03
5.92955E-01,3.200E-03
5.92995E-01,2.800E-03
5.93035E-01,3.200E-03
5.93075E-01,3.200E-03
5.93115E-01,3.600E-03
5.93155E-01,3.200E-03
5.93195E-01,3.200E-03
5.93235E-01,4.000E-03
5.93275E-01,3.200E-03
5.93315E-01,3.600E-03
5.93355E-01,4.000E-03
5.93395E-01,3.600E-03
5.93435E-01,3.600E-03
5.93475E-01,3.600E-03
5.93515E-01,4.000E-03
5.93555E-01,4.000E-03
5.93595E-01,3.600E-03
5.93635E-01,3.600E-03
5.93675E-01,3.200E-03
5.93715E-01,3.200E-03
5.93755E-01,3.600E-03
5.93795E-01,3.200E-03
5.93835E-01,3.600E-03
5.93875E-01,4.000E-03
5.93915E-01,3.200E-03
5.93955E-01,3.600E-03
5.93995E-01,4.000E-03
5.94035E-01,3.600E-03
5.94075E-01,3.200E-03
5.94115E-01,3.600E-03
5.94155E-01,4.000E-03
5.94195E-01,3.600E-03
5.94235E-01,3.200E-03
5.94275E-01,3.200E-03
5.94315E-01,3.600E-03
5.94355E-01,3.600E-03
5.94395E-01,3.200E-03
5.94435E-01,4.400E-03
5.94475E-01,4.000E-03
5.94515E-01,3.200E-03
5.94555E-01,3.200E-03
5.94595E-01,3.600E-03
5.94635E-01,3.600E-03
5.94676E-01,4.000E-03
5.94716E-01,3.200E-03
5.94756E-01,4.000E-03
5.94796E-01,4.000E-03
5.94836E-01,3.200E-03
5.94876E-01,4.400E-03
5.94916E-01,3.200E-03
5.94956E-01,3.200E-03
5.94996E-01,3.600E-03
5.95036E-01,4.000E-03
5.95076E-01,3.600E-03
5.95116E-01,4.000E-03
5.95156E-01,3.600E-03
5.95196E-01,4.000E-03
5.95236E-01,4.000E-03
5.95276E-01,3.200E-03
5.95316E-01,3.600E-03
5.95356E-01,3.600E-03
5.95396E-01,4.000E-03
5.95436E-01,3.600E-03
5.95476E-01,3.600E-03
5.95516E-01,4.000E-03
5.95556E-01,3.600E-03
5.95596E-01,4.000E-03
5.95636E-01,3.600E-03
5.95676E-01,3.600E-03
5.95716E-01,4.000E-03
5.95756E-01,4.000E-03
5.95796E-01,4.000E-03
5.95836E-01,4.000E-03
5.95876E-01,3.200E-03
5.95916E-01,3.200E-03
5.95956E-01,3.600E-03
5.95996E-01,3.600E-03
5.96036E-01,3.200E-03
5.96076E-01,4.000E-03
5.96116E-01,3.600E-03
5.96156E-01,3.600E-03
5.96196E-01,3.200E-03
5.96236E-01,3.600E-03
5.96276E-01,3.600E-03
5.96316E-01,3.600E-03
5.96356E-01,3.200E-03
5.96396E-01,3.600E-03
5.96436E-01,3.200E-03
5.96476E-01,4.000E-03
5.96516E-01,4.000E-03
5.96556E-01,3.200E-03
5.96596E-01,4.000E-03
5.96636E-01,3.600E-03
5.96677E-01,3.200E-03
5.96717E-01,3.600E-03
5.96757E-01,3.600E-03
5.96797E-01,3.200E-03
5.96837E-01,3.200E-03
5.96877E-01,3.600E-03
5.96917E-01,2.800E-03
5.96957E-01,3.600E-03
5.96997E-01,3.600E-03
5.97037E-01,3.200E-03
5.97077E-01,4.000E-03
5.97117E-01,3.200E-03
5.97157E-01,4.000E-03
5.97197E-01,3.600E-03
