[s],CH1[V],CH2[V]
9.429609E-01,-8.000E-04,7.872E-01
9.429609E-01,2.400E-03,9.024E-01
9.429630E-01,-8.000E-04,7.872E-01
9.429630E-01,1.600E-03,8.640E-01
9.429650E-01,-8.000E-04,7.872E-01
9.429650E-01,2.400E-03,9.024E-01
9.429671E-01,-1.310E-18,7.872E-01
9.429671E-01,2.400E-03,8.640E-01
9.429691E-01,-8.000E-04,7.872E-01
9.429691E-01,1.600E-03,8.640E-01
9.429711E-01,-8.000E-04,7.872E-01
9.429711E-01,2.400E-03,9.024E-01
9.429732E-01,-8.000E-04,7.872E-01
9.429732E-01,2.400E-03,8.640E-01
9.429752E-01,-8.000E-04,7.872E-01
9.429752E-01,1.600E-03,8.640E-01
9.429773E-01,-1.600E-03,7.488E-01
9.429773E-01,2.400E-03,9.024E-01
9.429793E-01,-8.000E-04,7.872E-01
9.429793E-01,2.400E-03,8.640E-01
9.429813E-01,-8.000E-04,7.872E-01
9.429813E-01,2.400E-03,9.024E-01
9.429834E-01,-8.000E-04,7.872E-01
9.429834E-01,2.400E-03,8.640E-01
9.429854E-01,-8.000E-04,7.488E-01
9.429854E-01,2.400E-03,9.024E-01
9.429875E-01,-8.000E-04,7.488E-01
9.429875E-01,1.600E-03,8.640E-01
9.429895E-01,-8.000E-04,7.872E-01
9.429895E-01,2.400E-03,8.640E-01
9.429915E-01,-8.000E-04,7.872E-01
9.429915E-01,1.600E-03,8.640E-01
9.429936E-01,-1.600E-03,7.872E-01
9.429936E-01,2.400E-03,9.024E-01
9.429956E-01,-8.000E-04,7.872E-01
9.429956E-01,2.400E-03,8.640E-01
9.429977E-01,-8.000E-04,7.872E-01
9.429977E-01,2.400E-03,9.024E-01
9.429997E-01,-8.000E-04,7.872E-01
9.429997E-01,2.400E-03,8.640E-01
9.430017E-01,-8.000E-04,7.872E-01
9.430017E-01,2.400E-03,8.640E-01
9.430038E-01,-1.310E-18,7.872E-01
9.430038E-01,2.400E-03,8.640E-01
9.430058E-01,-8.000E-04,7.872E-01
9.430058E-01,2.400E-03,8.640E-01
9.430079E-01,-8.000E-04,7.488E-01
9.430079E-01,2.400E-03,8.640E-01
9.430099E-01,-8.000E-04,7.872E-01
9.430099E-01,2.400E-03,9.024E-01
9.430119E-01,-8.000E-04,7.872E-01
9.430119E-01,2.400E-03,8.640E-01
9.430140E-01,-8.000E-04,7.872E-01
9.430140E-01,2.400E-03,8.640E-01
9.430160E-01,-8.000E-04,7.872E-01
9.430160E-01,1.600E-03,8.640E-01
9.430181E-01,-8.000E-04,7.872E-01
9.430181E-01,2.400E-03,8.640E-01
9.430201E-01,-8.000E-04,7.872E-01
