[s],CH1[V],CH2[V]
9.397255E-01,-1.600E-03,3.648E-01
9.397255E-01,-8.000E-04,4.416E-01
9.397279E-01,-1.600E-03,3.648E-01
9.397279E-01,-8.000E-04,4.032E-01
9.397303E-01,-2.000E-03,3.648E-01
9.397303E-01,-1.200E-03,4.032E-01
9.397327E-01,-1.600E-03,3.648E-01
9.397327E-01,-8.000E-04,4.032E-01
9.397351E-01,-1.600E-03,3.648E-01
9.397351E-01,-1.200E-03,4.416E-01
9.397375E-01,-1.600E-03,3.648E-01
9.397375E-01,-1.200E-03,4.416E-01
9.397399E-01,-2.000E-03,3.648E-01
9.397399E-01,-1.200E-03,4.416E-01
9.397423E-01,-2.000E-03,3.648E-01
9.397423E-01,-8.000E-04,4.032E-01
9.397447E-01,-2.000E-03,3.648E-01
9.397447E-01,-8.000E-04,4.416E-01
9.397471E-01,-1.600E-03,3.648E-01
9.397471E-01,-8.000E-04,4.032E-01
9.397495E-01,-2.000E-03,3.264E-01
9.397495E-01,-1.200E-03,4.416E-01
9.397519E-01,-2.000E-03,3.648E-01
9.397519E-01,-8.000E-04,4.416E-01
9.397543E-01,-2.000E-03,3.648E-01
9.397543E-01,-8.000E-04,4.032E-01
9.397567E-01,-1.600E-03,3.648E-01
9.397567E-01,-1.200E-03,4.416E-01
9.397591E-01,-2.000E-03,3.648E-01
9.397591E-01,-1.200E-03,4.032E-01
9.397615E-01,-2.000E-03,3.648E-01
9.397615E-01,-8.000E-04,4.032E-01
9.397639E-01,-2.000E-03,3.648E-01
9.397639E-01,-4.000E-04,4.032E-01
9.397663E-01,-1.600E-03,3.648E-01
9.397663E-01,-8.000E-04,4.032E-01
9.397687E-01,-2.000E-03,3.648E-01
9.397687E-01,-8.000E-04,4.416E-01
9.397711E-01,-2.000E-03,3.648E-01
9.397711E-01,-1.200E-03,4.416E-01
9.397735E-01,-2.000E-03,3.648E-01
9.397735E-01,-8.000E-04,4.416E-01
9.397759E-01,-2.000E-03,3.648E-01
9.397759E-01,-8.000E-04,4.416E-01
9.397783E-01,-1.600E-03,3.648E-01
9.397783E-01,-8.000E-04,4.416E-01
9.397807E-01,-2.000E-03,3.648E-01
9.397807E-01,-8.000E-04,4.032E-01
9.397831E-01,-2.000E-03,3.648E-01
9.397831E-01,-8.000E-04,4.032E-01
9.397855E-01,-2.000E-03,3.648E-01
9.397855E-01,-1.200E-03,4.416E-01
9.397879E-01,-2.000E-03,3.648E-01
9.397879E-01,-8.000E-04,4.032E-01
9.397903E-01,-2.000E-03,3.648E-01
9.397903E-01,-8.000E-04,4.032E-01
9.397927E-01,-2.000E-03,3.648E-01
9.397927E-01,-8.000E-04,4.416E-01
9.397951E-01,-2.000E-03,3.648E-01
9.397951E-01,-8.000E-04,4.416E-01
9.397975E-01,-2.000E-03,3.648E-01
9.397975E-01,-8.000E-04,4.032E-01
9.397999E-01,-2.000E-03,3.648E-01
9.397999E-01,-4.000E-04,4.032E-01
9.398023E-01,-2.400E-03,3.648E-01
9.398023E-01,-8.000E-04,4.416E-01
9.398047E-01,-2.400E-03,3.648E-01
9.398047E-01,-8.000E-04,4.032E-01
9.398071E-01,-2.000E-03,3.648E-01
9.398071E-01,-4.000E-04,4.416E-01
9.398095E-01,-2.000E-03,3.648E-01
9.398095E-01,-8.000E-04,4.416E-01
9.398119E-01,-2.000E-03,4.032E-01
9.398119E-01,-8.000E-04,4.416E-01
9.398143E-01,-2.000E-03,4.032E-01
9.398143E-01,-1.200E-03,4.416E-01
9.398167E-01,-2.000E-03,3.648E-01
9.398167E-01,-8.000E-04,4.416E-01
9.398191E-01,-2.000E-03,3.648E-01
9.398191E-01,-4.000E-04,4.416E-01
9.398215E-01,-2.000E-03,3.264E-01
9.398215E-01,-4.000E-04,4.032E-01
9.398239E-01,-2.000E-03,3.264E-01
9.398239E-01,-8.000E-04,4.416E-01
9.398263E-01,-2.000E-03,3.648E-01
9.398263E-01,-8.000E-04,4.416E-01
9.398287E-01,-1.600E-03,3.264E-01
9.398287E-01,-8.000E-04,4.416E-01
9.398311E-01,-2.000E-03,3.648E-01
9.398311E-01,-1.200E-03,4.032E-01
9.398335E-01,-1.600E-03,3.648E-01
9.398335E-01,-8.000E-04,4.032E-01
9.398359E-01,-2.000E-03,3.648E-01
9.398359E-01,-8.000E-04,4.416E-01
9.398383E-01,-2.000E-03,3.648E-01
9.398383E-01,-8.000E-04,4.416E-01
9.398407E-01,-1.600E-03,3.648E-01
9.398407E-01,-8.000E-04,4.416E-01
9.398431E-01,-2.000E-03,3.648E-01
9.398431E-01,-4.000E-04,4.416E-01
9.398455E-01,-2.000E-03,3.648E-01
9.398455E-01,-4.000E-04,4.416E-01
9.398479E-01,-2.000E-03,3.648E-01
9.398479E-01,-8.000E-04,4.416E-01
9.398503E-01,-2.000E-03,3.648E-01
9.398503E-01,-8.000E-04,4.416E-01
9.398527E-01,-2.000E-03,3.648E-01
9.398527E-01,-8.000E-04,4.032E-01
9.398551E-01,-2.000E-03,3.648E-01
9.398551E-01,-8.000E-04,4.416E-01
9.398575E-01,-2.000E-03,3.648E-01
9.398575E-01,-8.000E-04,4.416E-01
9.398599E-01,-1.600E-03,3.648E-01
9.398599E-01,-8.000E-04,4.032E-01
9.398623E-01,-2.000E-03,3.648E-01
9.398623E-01,-8.000E-04,4.416E-01
9.398647E-01,-1.600E-03,3.648E-01
9.398647E-01,-1.200E-03,4.032E-01
9.398671E-01,-2.000E-03,3.648E-01
9.398671E-01,-8.000E-04,4.416E-01
9.398695E-01,-1.600E-03,3.648E-01
9.398695E-01,-8.000E-04,4.416E-01
9.398719E-01,-2.000E-03,3.648E-01
9.398719E-01,-8.000E-04,4.032E-01
9.398743E-01,-2.000E-03,3.648E-01
9.398743E-01,-8.000E-04,4.032E-01
9.398767E-01,-2.000E-03,3.648E-01
9.398767E-01,-8.000E-04,4.416E-01
9.398791E-01,-1.600E-03,3.648E-01
9.398791E-01,-8.000E-04,4.416E-01
9.398815E-01,-2.000E-03,3.648E-01
9.398815E-01,-1.200E-03,4.416E-01
9.398839E-01,-2.000E-03,3.648E-01
9.398839E-01,-4.000E-04,4.416E-01
9.398863E-01,-2.000E-03,3.648E-01
9.398863E-01,-8.000E-04,4.416E-01
9.398887E-01,-2.000E-03,3.648E-01
9.398887E-01,-8.000E-04,4.032E-01
9.398911E-01,-2.000E-03,3.648E-01
9.398911E-01,-8.000E-04,4.032E-01
9.398935E-01,-1.600E-03,3.648E-01
9.398935E-01,-8.000E-04,4.416E-01
9.398959E-01,-2.400E-03,3.264E-01
9.398959E-01,-8.000E-04,4.416E-01
9.398983E-01,-1.600E-03,3.264E-01
9.398983E-01,-1.200E-03,4.416E-01
9.399007E-01,-1.600E-03,3.648E-01
9.399007E-01,-1.200E-03,4.416E-01
9.399031E-01,-1.600E-03,3.264E-01
9.399031E-01,-1.200E-03,4.416E-01
9.399055E-01,-2.000E-03,3.648E-01
9.399055E-01,-8.000E-04,4.416E-01
9.399079E-01,-2.000E-03,4.032E-01
9.399079E-01,-8.000E-04,4.032E-01
9.399103E-01,-2.000E-03,3.648E-01
9.399103E-01,-8.000E-04,4.416E-01
9.399127E-01,-2.000E-03,3.648E-01
9.399127E-01,-8.000E-04,4.416E-01
9.399151E-01,-2.000E-03,3.648E-01
9.399151E-01,-4.000E-04,4.032E-01
9.399175E-01,-2.000E-03,3.648E-01
9.399175E-01,-8.000E-04,4.032E-01
9.399199E-01,-1.600E-03,3.648E-01
9.399199E-01,-8.000E-04,4.032E-01
9.399223E-01,-1.600E-03,3.264E-01
9.399223E-01,-8.000E-04,4.032E-01
9.399247E-01,-1.600E-03,3.648E-01
9.399247E-01,-8.000E-04,4.032E-01
9.399271E-01,-2.000E-03,3.648E-01
9.399271E-01,-8.000E-04,4.032E-01
9.399295E-01,-2.000E-03,4.032E-01
9.399295E-01,-1.200E-03,4.032E-01
9.399319E-01,-2.000E-03,3.648E-01
9.399319E-01,-1.200E-03,4.032E-01
9.399343E-01,-1.600E-03,3.648E-01
9.399343E-01,-8.000E-04,4.416E-01
9.399367E-01,-2.000E-03,3.648E-01
9.399367E-01,-8.000E-04,4.416E-01
9.399391E-01,-2.000E-03,3.648E-01
9.399391E-01,-1.200E-03,4.032E-01
9.399415E-01,-2.400E-03,3.648E-01
9.399415E-01,-1.200E-03,4.416E-01
9.399439E-01,-2.000E-03,3.648E-01
9.399439E-01,-1.200E-03,4.032E-01
9.399463E-01,-2.000E-03,3.648E-01
9.399463E-01,-1.200E-03,4.416E-01
9.399487E-01,-2.000E-03,3.648E-01
9.399487E-01,-8.000E-04,4.032E-01
9.399511E-01,-2.000E-03,3.648E-01
9.399511E-01,-1.200E-03,4.032E-01
9.399535E-01,-2.400E-03,3.648E-01
9.399535E-01,-4.000E-04,4.416E-01
9.399559E-01,-2.000E-03,3.648E-01
9.399559E-01,-1.200E-03,4.416E-01
9.399583E-01,-2.000E-03,3.648E-01
9.399583E-01,-1.200E-03,4.032E-01
9.399607E-01,-2.000E-03,3.648E-01
9.399607E-01,-1.200E-03,4.416E-01
9.399631E-01,-1.600E-03,3.648E-01
9.399631E-01,-8.000E-04,4.032E-01
9.399655E-01,-2.000E-03,3.648E-01
9.399655E-01,-1.200E-03,4.416E-01
9.399679E-01,-2.000E-03,3.648E-01
9.399679E-01,-8.000E-04,4.032E-01
9.399703E-01,-2.000E-03,3.648E-01
9.399703E-01,-8.000E-04,4.032E-01
9.399727E-01,-2.000E-03,3.648E-01
9.399727E-01,-8.000E-04,4.416E-01
9.399751E-01,-1.600E-03,3.648E-01
9.399751E-01,-8.000E-04,4.416E-01
9.399775E-01,-2.000E-03,3.648E-01
9.399775E-01,-1.200E-03,4.416E-01
9.399799E-01,-2.000E-03,3.648E-01
9.399799E-01,-1.200E-03,4.416E-01
9.399823E-01,-2.000E-03,3.648E-01
9.399823E-01,-1.200E-03,4.032E-01
9.399847E-01,-2.400E-03,3.264E-01
9.399847E-01,-8.000E-04,4.032E-01
9.399871E-01,-2.000E-03,3.264E-01
9.399871E-01,-8.000E-04,4.416E-01
9.399895E-01,-1.600E-03,3.648E-01
9.399895E-01,-4.000E-04,4.416E-01
9.399919E-01,-2.000E-03,3.648E-01
9.399919E-01,-4.000E-04,4.416E-01
9.399943E-01,-2.000E-03,3.648E-01
9.399943E-01,-8.000E-04,4.416E-01
9.399967E-01,-1.600E-03,3.648E-01
9.399967E-01,-8.000E-04,4.416E-01
9.399991E-01,-2.000E-03,3.648E-01
9.399991E-01,-1.200E-03,4.032E-01
9.400015E-01,-1.600E-03,3.648E-01
9.400015E-01,-8.000E-04,4.416E-01
9.400039E-01,-1.600E-03,3.648E-01
9.400039E-01,-8.000E-04,4.032E-01
9.400063E-01,-1.600E-03,3.648E-01
9.400063E-01,-8.000E-04,4.416E-01
9.400087E-01,-2.000E-03,3.648E-01
9.400087E-01,-1.200E-03,4.032E-01
9.400111E-01,-2.000E-03,3.648E-01
9.400111E-01,-4.000E-04,4.416E-01
9.400135E-01,-2.000E-03,3.648E-01
9.400135E-01,-1.200E-03,4.416E-01
9.400159E-01,-2.000E-03,3.648E-01
9.400159E-01,-1.200E-03,4.416E-01
9.400183E-01,-2.000E-03,3.648E-01
9.400183E-01,-1.200E-03,4.416E-01
9.400207E-01,-2.000E-03,3.648E-01
9.400207E-01,-1.200E-03,4.416E-01
9.400231E-01,-2.000E-03,3.648E-01
9.400231E-01,-8.000E-04,4.032E-01
9.400255E-01,-2.000E-03,3.648E-01
9.400255E-01,-1.200E-03,4.416E-01
9.400279E-01,-2.400E-03,3.648E-01
9.400279E-01,-1.200E-03,4.416E-01
9.400303E-01,-2.400E-03,3.648E-01
9.400303E-01,-8.000E-04,4.416E-01
9.400327E-01,-2.000E-03,3.648E-01
9.400327E-01,-8.000E-04,4.416E-01
9.400351E-01,-2.000E-03,3.648E-01
9.400351E-01,-8.000E-04,4.416E-01
9.400375E-01,-2.400E-03,3.648E-01
9.400375E-01,-8.000E-04,4.416E-01
9.400399E-01,-1.600E-03,3.648E-01
9.400399E-01,-8.000E-04,4.416E-01
9.400423E-01,-1.600E-03,3.648E-01
9.400423E-01,-1.200E-03,4.416E-01
9.400447E-01,-2.400E-03,3.648E-01
9.400447E-01,-8.000E-04,4.032E-01
9.400471E-01,-1.600E-03,3.648E-01
9.400471E-01,-1.200E-03,4.416E-01
9.400495E-01,-1.600E-03,3.648E-01
9.400495E-01,-8.000E-04,4.416E-01
9.400519E-01,-1.600E-03,3.648E-01
9.400519E-01,-8.000E-04,4.032E-01
9.400543E-01,-2.000E-03,3.648E-01
9.400543E-01,-8.000E-04,4.416E-01
9.400567E-01,-2.000E-03,3.648E-01
9.400567E-01,-8.000E-04,4.416E-01
9.400591E-01,-2.000E-03,3.648E-01
9.400591E-01,-1.200E-03,4.416E-01
9.400615E-01,-1.600E-03,3.648E-01
9.400615E-01,-1.200E-03,4.416E-01
9.400639E-01,-2.400E-03,4.032E-01
9.400639E-01,-1.200E-03,4.416E-01
9.400663E-01,-2.000E-03,3.648E-01
9.400663E-01,-8.000E-04,4.416E-01
9.400687E-01,-2.000E-03,3.648E-01
9.400687E-01,-8.000E-04,4.032E-01
9.400711E-01,-2.000E-03,3.264E-01
9.400711E-01,-8.000E-04,4.416E-01
9.400735E-01,-2.400E-03,3.264E-01
9.400735E-01,-8.000E-04,4.032E-01
9.400759E-01,-2.000E-03,3.648E-01
9.400759E-01,-1.200E-03,4.032E-01
9.400783E-01,-2.400E-03,3.648E-01
9.400783E-01,-1.200E-03,4.416E-01
9.400807E-01,-2.000E-03,4.032E-01
