[s],CH1[V]
8.37162E-01,-1.600E-03
8.37202E-01,-1.600E-03
8.37242E-01,-1.600E-03
8.37282E-01,-1.600E-03
8.37322E-01,-2.400E-03
8.37363E-01,-1.310E-18
8.37403E-01,-1.600E-03
8.37443E-01,-8.000E-04
8.37483E-01,-1.600E-03
8.37523E-01,-8.000E-04
8.37563E-01,-2.400E-03
8.37603E-01,-1.600E-03
8.37643E-01,-1.600E-03
8.37683E-01,-8.000E-04
8.37723E-01,-1.600E-03
8.37763E-01,-8.000E-04
8.37803E-01,-1.600E-03
8.37843E-01,-2.400E-03
8.37883E-01,-8.000E-04
8.37923E-01,-2.400E-03
8.37963E-01,-1.600E-03
8.38003E-01,-1.600E-03
8.38043E-01,-8.000E-04
8.38083E-01,-1.600E-03
8.38123E-01,-1.600E-03
8.38163E-01,-1.600E-03
8.38203E-01,-8.000E-04
8.38243E-01,-2.400E-03
8.38283E-01,-1.600E-03
8.38323E-01,-1.600E-03
8.38363E-01,-2.400E-03
8.38403E-01,-1.600E-03
8.38443E-01,-1.600E-03
8.38483E-01,-8.000E-04
8.38523E-01,-1.600E-03
8.38563E-01,-1.600E-03
8.38603E-01,-1.310E-18
8.38643E-01,-1.600E-03
8.38683E-01,-1.600E-03
8.38723E-01,-1.600E-03
8.38763E-01,-1.600E-03
8.38803E-01,-8.000E-04
8.38843E-01,-2.400E-03
8.38883E-01,-8.000E-04
8.38923E-01,-2.400E-03
8.38963E-01,-1.600E-03
8.39003E-01,-1.600E-03
8.39043E-01,-8.000E-04
8.39083E-01,-8.000E-04
8.39123E-01,-1.600E-03
8.39163E-01,-1.600E-03
8.39203E-01,-1.600E-03
8.39243E-01,-2.400E-03
8.39283E-01,-1.600E-03
8.39323E-01,-1.600E-03
8.39364E-01,-8.000E-04
8.39404E-01,-1.600E-03
8.39444E-01,-2.400E-03
8.39484E-01,-1.600E-03
8.39524E-01,-8.000E-04
8.39564E-01,-8.000E-04
8.39604E-01,-8.000E-04
8.39644E-01,-1.600E-03
8.39684E-01,-1.600E-03
8.39724E-01,-8.000E-04
8.39764E-01,-8.000E-04
8.39804E-01,-1.600E-03
8.39844E-01,-8.000E-04
8.39884E-01,-1.600E-03
8.39924E-01,-8.000E-04
8.39964E-01,-8.000E-04
8.40004E-01,-2.400E-03
8.40044E-01,-2.400E-03
8.40084E-01,-8.000E-04
8.40124E-01,-1.600E-03
8.40164E-01,-1.600E-03
8.40204E-01,-2.400E-03
8.40244E-01,-1.600E-03
8.40284E-01,-1.600E-03
8.40324E-01,-1.600E-03
8.40364E-01,-1.600E-03
8.40404E-01,-1.600E-03
8.40444E-01,-1.600E-03
8.40484E-01,-2.400E-03
8.40524E-01,-8.000E-04
8.40564E-01,-2.400E-03
8.40604E-01,-1.600E-03
8.40644E-01,-1.600E-03
8.40684E-01,-1.600E-03
8.40724E-01,-8.000E-04
8.40764E-01,-2.400E-03
8.40804E-01,-1.600E-03
8.40844E-01,-1.600E-03
8.40884E-01,-1.600E-03
8.40924E-01,-8.000E-04
8.40964E-01,-1.310E-18
8.41004E-01,-1.600E-03
8.41044E-01,-1.600E-03
8.41084E-01,-1.600E-03
8.41124E-01,-1.310E-18
8.41164E-01,-8.000E-04
8.41204E-01,-8.000E-04
8.41244E-01,-8.000E-04
8.41284E-01,-8.000E-04
8.41324E-01,-8.000E-04
8.41365E-01,-8.000E-04
8.41405E-01,-1.600E-03
8.41445E-01,-1.600E-03
8.41485E-01,-1.600E-03
8.41525E-01,-8.000E-04
8.41565E-01,-8.000E-04
8.41605E-01,-1.600E-03
8.41645E-01,-8.000E-04
8.41685E-01,-8.000E-04
8.41725E-01,-1.600E-03
8.41765E-01,-8.000E-04
8.41805E-01,-1.600E-03
8.41845E-01,-1.310E-18
8.41885E-01,-8.000E-04
8.41925E-01,-1.310E-18
8.41965E-01,-1.600E-03
8.42005E-01,-1.600E-03
8.42045E-01,-8.000E-04
8.42085E-01,-8.000E-04
8.42125E-01,-1.600E-03
8.42165E-01,-1.600E-03
8.42205E-01,-8.000E-04
8.42245E-01,-8.000E-04
8.42285E-01,-1.310E-18
8.42325E-01,-8.000E-04
8.42365E-01,-8.000E-04
8.42405E-01,-2.400E-03
8.42445E-01,-1.310E-18
8.42485E-01,-8.000E-04
8.42525E-01,-8.000E-04
8.42565E-01,-8.000E-04
8.42605E-01,-8.000E-04
8.42645E-01,8.000E-04
8.42685E-01,-1.600E-03
8.42725E-01,8.000E-04
8.42765E-01,-8.000E-04
8.42805E-01,-1.600E-03
8.42845E-01,-8.000E-04
8.42885E-01,-1.600E-03
8.42925E-01,-8.000E-04
8.42965E-01,-1.600E-03
8.43005E-01,-8.000E-04
8.43045E-01,-8.000E-04
8.43085E-01,-8.000E-04
8.43125E-01,-1.310E-18
8.43165E-01,-1.600E-03
8.43205E-01,-1.600E-03
8.43245E-01,-1.600E-03
8.43285E-01,-1.600E-03
8.43325E-01,-8.000E-04
8.43366E-01,-1.600E-03
8.43406E-01,-8.000E-04
8.43446E-01,-1.600E-03
8.43486E-01,-8.000E-04
8.43526E-01,-1.310E-18
8.43566E-01,-1.310E-18
8.43606E-01,-8.000E-04
8.43646E-01,-1.310E-18
8.43686E-01,-1.310E-18
8.43726E-01,-1.600E-03
8.43766E-01,-1.310E-18
8.43806E-01,-1.310E-18
8.43846E-01,-8.000E-04
8.43886E-01,-8.000E-04
8.43926E-01,-8.000E-04
8.43966E-01,-2.400E-03
8.44006E-01,-8.000E-04
8.44046E-01,-8.000E-04
8.44086E-01,-1.600E-03
8.44126E-01,-1.600E-03
8.44166E-01,-8.000E-04
8.44206E-01,-8.000E-04
8.44246E-01,-8.000E-04
8.44286E-01,-8.000E-04
8.44326E-01,-8.000E-04
8.44366E-01,-8.000E-04
8.44406E-01,-8.000E-04
8.44446E-01,-1.310E-18
8.44486E-01,-8.000E-04
8.44526E-01,-1.600E-03
8.44566E-01,-2.400E-03
8.44606E-01,-1.600E-03
8.44646E-01,-8.000E-04
8.44686E-01,-1.310E-18
8.44726E-01,-8.000E-04
8.44766E-01,-1.600E-03
8.44806E-01,-8.000E-04
8.44846E-01,-1.600E-03
8.44886E-01,-1.600E-03
8.44926E-01,-1.600E-03
8.44966E-01,-4.000E-03
8.45006E-01,-8.000E-04
8.45046E-01,-8.000E-04
8.45086E-01,-8.000E-04
8.45126E-01,-1.310E-18
8.45166E-01,-8.000E-04
8.45206E-01,-8.000E-04
8.45246E-01,-2.400E-03
8.45286E-01,-8.000E-04
8.45326E-01,-2.400E-03
8.45367E-01,-8.000E-04
8.45407E-01,-2.400E-03
8.45447E-01,-1.600E-03
8.45487E-01,-2.400E-03
8.45527E-01,-8.000E-04
8.45567E-01,-8.000E-04
8.45607E-01,-1.600E-03
8.45647E-01,-1.600E-03
8.45687E-01,-8.000E-04
8.45727E-01,-8.000E-04
8.45767E-01,-1.600E-03
8.45807E-01,-1.600E-03
8.45847E-01,-8.000E-04
8.45887E-01,-1.600E-03
8.45927E-01,-8.000E-04
8.45967E-01,-2.400E-03
8.46007E-01,-8.000E-04
8.46047E-01,-1.600E-03
8.46087E-01,-1.600E-03
8.46127E-01,-8.000E-04
8.46167E-01,-8.000E-04
8.46207E-01,-1.600E-03
8.46247E-01,-2.400E-03
8.46287E-01,-8.000E-04
8.46327E-01,-2.400E-03
8.46367E-01,-2.400E-03
8.46407E-01,-1.600E-03
8.46447E-01,-8.000E-04
8.46487E-01,-1.600E-03
8.46527E-01,-1.600E-03
8.46567E-01,-1.600E-03
8.46607E-01,-1.600E-03
8.46647E-01,-1.600E-03
8.46687E-01,-8.000E-04
8.46727E-01,-8.000E-04
8.46767E-01,-1.600E-03
8.46807E-01,-1.600E-03
8.46847E-01,-8.000E-04
8.46887E-01,-2.400E-03
8.46927E-01,-1.600E-03
8.46967E-01,-8.000E-04
8.47007E-01,-2.400E-03
8.47047E-01,-1.600E-03
8.47087E-01,-8.000E-04
8.47127E-01,-2.400E-03
8.47167E-01,-1.600E-03
8.47207E-01,-8.000E-04
8.47247E-01,-1.600E-03
8.47287E-01,-8.000E-04
8.47327E-01,-8.000E-04
8.47368E-01,-2.400E-03
8.47408E-01,-1.600E-03
8.47448E-01,-8.000E-04
8.47488E-01,-1.600E-03
8.47528E-01,-1.600E-03
8.47568E-01,-1.600E-03
8.47608E-01,-2.400E-03
8.47648E-01,-1.600E-03
8.47688E-01,-1.600E-03
8.47728E-01,-8.000E-04
8.47768E-01,-8.000E-04
8.47808E-01,-8.000E-04
8.47848E-01,-1.600E-03
8.47888E-01,-8.000E-04
8.47928E-01,-8.000E-04
8.47968E-01,-8.000E-04
8.48008E-01,-1.600E-03
8.48048E-01,-2.400E-03
8.48088E-01,-8.000E-04
8.48128E-01,-1.600E-03
8.48168E-01,-2.400E-03
8.48208E-01,-1.600E-03
8.48248E-01,-1.600E-03
8.48288E-01,-2.400E-03
8.48328E-01,-1.600E-03
8.48368E-01,-1.600E-03
8.48408E-01,-2.400E-03
8.48448E-01,-2.400E-03
8.48488E-01,-1.600E-03
8.48528E-01,-8.000E-04
8.48568E-01,-2.400E-03
8.48608E-01,-2.400E-03
8.48648E-01,-2.400E-03
8.48688E-01,-2.400E-03
8.48728E-01,-1.600E-03
8.48768E-01,-2.400E-03
8.48808E-01,-2.400E-03
8.48848E-01,-1.600E-03
8.48888E-01,-1.600E-03
8.48928E-01,-1.600E-03
8.48968E-01,-1.600E-03
8.49008E-01,-1.600E-03
8.49048E-01,-8.000E-04
8.49088E-01,-1.600E-03
8.49128E-01,-1.600E-03
8.49168E-01,-2.400E-03
8.49208E-01,-8.000E-04
8.49248E-01,-1.600E-03
8.49288E-01,-2.400E-03
8.49328E-01,-2.400E-03
8.49368E-01,-1.600E-03
8.49409E-01,-1.600E-03
8.49449E-01,-1.600E-03
8.49489E-01,-1.600E-03
8.49529E-01,-8.000E-04
8.49569E-01,-8.000E-04
8.49609E-01,-1.600E-03
8.49649E-01,-1.600E-03
8.49689E-01,-2.400E-03
8.49729E-01,-1.600E-03
8.49769E-01,-1.600E-03
8.49809E-01,-8.000E-04
8.49849E-01,-8.000E-04
8.49889E-01,-1.600E-03
8.49929E-01,-1.600E-03
8.49969E-01,-1.600E-03
8.50009E-01,-8.000E-04
8.50049E-01,-8.000E-04
8.50089E-01,-1.600E-03
8.50129E-01,-8.000E-04
8.50169E-01,-8.000E-04
8.50209E-01,-1.600E-03
8.50249E-01,-1.600E-03
8.50289E-01,-1.600E-03
8.50329E-01,-8.000E-04
8.50369E-01,-1.600E-03
8.50409E-01,-2.400E-03
8.50449E-01,-1.310E-18
8.50489E-01,-1.600E-03
8.50529E-01,-2.400E-03
8.50569E-01,-1.600E-03
8.50609E-01,-1.600E-03
8.50649E-01,-1.600E-03
8.50689E-01,-8.000E-04
8.50729E-01,-1.600E-03
8.50769E-01,-1.600E-03
8.50809E-01,-1.600E-03
8.50849E-01,-2.400E-03
8.50889E-01,-1.310E-18
8.50929E-01,-8.000E-04
8.50969E-01,-8.000E-04
8.51009E-01,-8.000E-04
8.51049E-01,-8.000E-04
8.51089E-01,-1.600E-03
8.51129E-01,-2.400E-03
8.51169E-01,-8.000E-04
8.51209E-01,-8.000E-04
8.51249E-01,-1.600E-03
8.51289E-01,-8.000E-04
8.51329E-01,-2.400E-03
8.51369E-01,-1.600E-03
8.51410E-01,-8.000E-04
8.51450E-01,-2.400E-03
8.51490E-01,-1.600E-03
8.51530E-01,-8.000E-04
8.51570E-01,-8.000E-04
8.51610E-01,-8.000E-04
8.51650E-01,-1.600E-03
8.51690E-01,-8.000E-04
8.51730E-01,-8.000E-04
8.51770E-01,-8.000E-04
8.51810E-01,-1.600E-03
8.51850E-01,-1.600E-03
8.51890E-01,-8.000E-04
8.51930E-01,-1.600E-03
8.51970E-01,-8.000E-04
8.52010E-01,-1.600E-03
8.52050E-01,8.000E-04
8.52090E-01,-1.600E-03
8.52130E-01,-1.600E-03
8.52170E-01,-1.600E-03
8.52210E-01,-1.600E-03
8.52250E-01,-8.000E-04
8.52290E-01,-2.400E-03
8.52330E-01,-1.600E-03
8.52370E-01,-1.600E-03
8.52410E-01,-1.310E-18
8.52450E-01,-1.310E-18
8.52490E-01,-1.310E-18
8.52530E-01,-8.000E-04
8.52570E-01,-2.400E-03
8.52610E-01,-1.600E-03
8.52650E-01,-1.600E-03
8.52690E-01,-1.600E-03
8.52730E-01,-2.400E-03
8.52770E-01,-8.000E-04
8.52810E-01,-1.600E-03
8.52850E-01,-8.000E-04
8.52890E-01,-8.000E-04
8.52930E-01,-1.600E-03
8.52970E-01,-1.600E-03
8.53010E-01,-2.400E-03
8.53050E-01,-8.000E-04
8.53090E-01,-8.000E-04
8.53130E-01,-1.600E-03
8.53170E-01,-8.000E-04
8.53210E-01,-1.600E-03
8.53250E-01,-8.000E-04
8.53290E-01,-1.600E-03
8.53330E-01,-1.600E-03
8.53370E-01,-1.600E-03
8.53411E-01,-8.000E-04
8.53451E-01,-1.310E-18
8.53491E-01,-8.000E-04
8.53531E-01,-1.310E-18
8.53571E-01,-8.000E-04
8.53611E-01,-1.310E-18
8.53651E-01,-8.000E-04
8.53691E-01,8.000E-04
8.53731E-01,-8.000E-04
8.53771E-01,-8.000E-04
8.53811E-01,-8.000E-04
8.53851E-01,-1.600E-03
8.53891E-01,-1.600E-03
8.53931E-01,-1.600E-03
8.53971E-01,-8.000E-04
8.54011E-01,-1.600E-03
8.54051E-01,-8.000E-04
8.54091E-01,-8.000E-04
8.54131E-01,-8.000E-04
8.54171E-01,-1.600E-03
8.54211E-01,-1.600E-03
8.54251E-01,-1.600E-03
8.54291E-01,-8.000E-04
8.54331E-01,-8.000E-04
8.54371E-01,-8.000E-04
8.54411E-01,-8.000E-04
8.54451E-01,-8.000E-04
8.54491E-01,-1.600E-03
8.54531E-01,-1.600E-03
8.54571E-01,-1.310E-18
8.54611E-01,-1.310E-18
8.54651E-01,-1.600E-03
8.54691E-01,-8.000E-04
8.54731E-01,-1.600E-03
8.54771E-01,-1.600E-03
8.54811E-01,8.000E-04
8.54851E-01,-8.000E-04
8.54891E-01,-8.000E-04
8.54931E-01,-1.310E-18
8.54971E-01,-1.600E-03
8.55011E-01,-1.600E-03
8.55051E-01,-1.600E-03
8.55091E-01,-8.000E-04
8.55131E-01,-8.000E-04
8.55171E-01,-1.600E-03
8.55211E-01,-8.000E-04
8.55251E-01,-8.000E-04
8.55291E-01,-8.000E-04
8.55331E-01,-8.000E-04
8.55371E-01,-1.310E-18
8.55412E-01,-8.000E-04
8.55452E-01,-2.400E-03
8.55492E-01,-8.000E-04
8.55532E-01,-8.000E-04
8.55572E-01,-8.000E-04
8.55612E-01,-8.000E-04
8.55652E-01,-1.600E-03
8.55692E-01,-1.600E-03
8.55732E-01,-8.000E-04
8.55772E-01,-8.000E-04
8.55812E-01,-1.600E-03
8.55852E-01,-1.600E-03
8.55892E-01,-1.600E-03
8.55932E-01,-2.400E-03
8.55972E-01,-1.600E-03
8.56012E-01,-8.000E-04
8.56052E-01,-1.600E-03
8.56092E-01,-2.400E-03
8.56132E-01,-8.000E-04
8.56172E-01,-8.000E-04
8.56212E-01,-1.600E-03
8.56252E-01,-2.400E-03
8.56292E-01,-1.600E-03
8.56332E-01,-2.400E-03
8.56372E-01,-8.000E-04
8.56412E-01,-2.400E-03
8.56452E-01,-2.400E-03
8.56492E-01,-8.000E-04
8.56532E-01,-2.400E-03
8.56572E-01,-2.400E-03
8.56612E-01,-1.600E-03
8.56652E-01,-2.400E-03
8.56692E-01,-8.000E-04
8.56732E-01,-1.600E-03
8.56772E-01,-8.000E-04
8.56812E-01,-1.600E-03
8.56852E-01,-8.000E-04
8.56892E-01,-1.600E-03
8.56932E-01,-1.600E-03
8.56972E-01,-8.000E-04
8.57012E-01,-1.600E-03
8.57052E-01,-8.000E-04
8.57092E-01,-8.000E-04
8.57132E-01,-1.600E-03
8.57172E-01,-1.600E-03
8.57212E-01,-8.000E-04
8.57252E-01,-2.400E-03
8.57292E-01,-1.600E-03
8.57332E-01,-1.600E-03
8.57372E-01,-2.400E-03
8.57413E-01,-1.600E-03
8.57453E-01,-8.000E-04
8.57493E-01,-2.400E-03
8.57533E-01,-2.400E-03
8.57573E-01,-2.400E-03
8.57613E-01,-1.600E-03
8.57653E-01,-8.000E-04
8.57693E-01,-1.600E-03
8.57733E-01,-1.600E-03
8.57773E-01,-1.600E-03
8.57813E-01,-1.600E-03
8.57853E-01,-1.600E-03
8.57893E-01,-1.600E-03
8.57933E-01,-8.000E-04
8.57973E-01,-1.600E-03
8.58013E-01,-8.000E-04
8.58053E-01,-1.600E-03
8.58093E-01,-8.000E-04
8.58133E-01,-1.600E-03
8.58173E-01,-1.600E-03
8.58213E-01,-1.600E-03
8.58253E-01,-3.200E-03
8.58293E-01,-1.600E-03
8.58333E-01,-8.000E-04
8.58373E-01,-2.400E-03
8.58413E-01,-1.600E-03
8.58453E-01,-2.400E-03
8.58493E-01,-2.400E-03
8.58533E-01,-1.600E-03
8.58573E-01,-2.400E-03
8.58613E-01,-8.000E-04
8.58653E-01,-2.400E-03
8.58693E-01,-2.400E-03
8.58733E-01,-3.200E-03
8.58773E-01,-1.600E-03
8.58813E-01,-2.400E-03
8.58853E-01,-3.200E-03
8.58893E-01,-3.200E-03
8.58933E-01,-1.600E-03
8.58973E-01,-8.000E-04
8.59013E-01,-2.400E-03
8.59053E-01,-1.600E-03
8.59093E-01,-1.600E-03
8.59133E-01,-1.600E-03
8.59173E-01,-2.400E-03
8.59213E-01,-2.400E-03
8.59253E-01,-8.000E-04
8.59293E-01,-1.600E-03
8.59333E-01,-2.400E-03
8.59373E-01,-8.000E-04
8.59414E-01,-1.600E-03
8.59454E-01,-1.600E-03
8.59494E-01,-1.600E-03
8.59534E-01,-1.600E-03
8.59574E-01,-1.600E-03
8.59614E-01,-1.600E-03
8.59654E-01,-1.600E-03
8.59694E-01,-2.400E-03
8.59734E-01,-1.600E-03
8.59774E-01,-1.600E-03
8.59814E-01,-1.600E-03
8.59854E-01,-1.600E-03
8.59894E-01,-2.400E-03
8.59934E-01,-1.600E-03
8.59974E-01,-8.000E-04
8.60014E-01,-1.600E-03
8.60054E-01,-8.000E-04
8.60094E-01,-2.400E-03
8.60134E-01,-1.600E-03
8.60174E-01,-2.400E-03
8.60214E-01,-1.600E-03
8.60254E-01,-1.600E-03
8.60294E-01,-2.400E-03
8.60334E-01,-1.600E-03
8.60374E-01,-2.400E-03
8.60414E-01,-1.600E-03
8.60454E-01,-2.400E-03
8.60494E-01,-1.600E-03
8.60534E-01,-1.600E-03
8.60574E-01,-8.000E-04
8.60614E-01,-8.000E-04
8.60654E-01,-2.400E-03
8.60694E-01,-8.000E-04
8.60734E-01,-2.400E-03
8.60774E-01,-1.600E-03
8.60814E-01,-1.600E-03
8.60854E-01,-1.310E-18
8.60894E-01,-1.600E-03
8.60934E-01,-1.600E-03
8.60974E-01,-1.600E-03
8.61014E-01,-1.600E-03
8.61054E-01,-1.600E-03
8.61094E-01,-8.000E-04
8.61134E-01,-8.000E-04
8.61174E-01,-8.000E-04
8.61214E-01,-1.600E-03
8.61254E-01,-1.600E-03
8.61294E-01,-8.000E-04
8.61334E-01,-8.000E-04
8.61374E-01,-8.000E-04
8.61415E-01,-1.600E-03
8.61455E-01,-1.600E-03
8.61495E-01,-1.600E-03
8.61535E-01,-2.400E-03
8.61575E-01,-1.600E-03
8.61615E-01,-8.000E-04
8.61655E-01,-1.600E-03
8.61695E-01,-8.000E-04
8.61735E-01,-1.600E-03
8.61775E-01,-1.600E-03
8.61815E-01,-1.600E-03
8.61855E-01,-8.000E-04
8.61895E-01,-1.600E-03
8.61935E-01,-8.000E-04
8.61975E-01,-8.000E-04
8.62015E-01,-2.400E-03
8.62055E-01,-8.000E-04
8.62095E-01,-8.000E-04
8.62135E-01,-1.310E-18
8.62175E-01,-1.600E-03
8.62215E-01,-8.000E-04
8.62255E-01,-8.000E-04
8.62295E-01,-8.000E-04
8.62335E-01,-1.600E-03
8.62375E-01,-1.310E-18
8.62415E-01,-8.000E-04
8.62455E-01,-8.000E-04
8.62495E-01,-1.600E-03
8.62535E-01,-1.310E-18
8.62575E-01,-8.000E-04
8.62615E-01,-8.000E-04
8.62655E-01,-1.600E-03
8.62695E-01,-8.000E-04
8.62735E-01,-8.000E-04
8.62775E-01,-1.600E-03
8.62815E-01,-1.600E-03
8.62855E-01,-1.600E-03
8.62895E-01,-1.600E-03
8.62935E-01,-1.310E-18
8.62975E-01,-8.000E-04
8.63015E-01,-8.000E-04
8.63055E-01,-1.600E-03
8.63095E-01,-8.000E-04
8.63135E-01,-8.000E-04
8.63175E-01,-8.000E-04
8.63215E-01,-8.000E-04
8.63255E-01,-1.600E-03
8.63295E-01,-8.000E-04
8.63335E-01,-1.310E-18
8.63375E-01,-1.310E-18
8.63416E-01,-8.000E-04
8.63456E-01,-1.600E-03
8.63496E-01,-8.000E-04
8.63536E-01,-1.600E-03
8.63576E-01,-8.000E-04
8.63616E-01,-2.400E-03
8.63656E-01,-8.000E-04
8.63696E-01,-1.600E-03
8.63736E-01,-8.000E-04
8.63776E-01,-8.000E-04
8.63816E-01,-1.310E-18
8.63856E-01,-8.000E-04
8.63896E-01,-8.000E-04
8.63936E-01,-1.600E-03
8.63976E-01,-1.600E-03
8.64016E-01,-1.600E-03
8.64056E-01,-1.310E-18
8.64096E-01,-8.000E-04
8.64136E-01,-8.000E-04
8.64176E-01,-8.000E-04
8.64216E-01,-1.600E-03
8.64256E-01,-1.310E-18
8.64296E-01,8.000E-04
8.64336E-01,-1.600E-03
8.64376E-01,-1.600E-03
8.64416E-01,-1.310E-18
8.64456E-01,-1.600E-03
8.64496E-01,-8.000E-04
8.64536E-01,-1.600E-03
8.64576E-01,-1.600E-03
8.64616E-01,-8.000E-04
8.64656E-01,-1.600E-03
8.64696E-01,-8.000E-04
8.64736E-01,-1.600E-03
8.64776E-01,-1.600E-03
8.64816E-01,-8.000E-04
8.64856E-01,-8.000E-04
8.64896E-01,-2.400E-03
8.64936E-01,-1.600E-03
8.64976E-01,-8.000E-04
8.65016E-01,-8.000E-04
8.65056E-01,-1.600E-03
8.65096E-01,-8.000E-04
8.65136E-01,-1.600E-03
8.65176E-01,-8.000E-04
8.65216E-01,-8.000E-04
8.65256E-01,-8.000E-04
8.65296E-01,-8.000E-04
8.65336E-01,-8.000E-04
8.65376E-01,-1.600E-03
8.65417E-01,-1.600E-03
8.65457E-01,-1.600E-03
8.65497E-01,-2.400E-03
8.65537E-01,-1.600E-03
8.65577E-01,-2.400E-03
8.65617E-01,-1.600E-03
8.65657E-01,-2.400E-03
8.65697E-01,-2.400E-03
8.65737E-01,-1.600E-03
8.65777E-01,-1.600E-03
8.65817E-01,-8.000E-04
8.65857E-01,-1.600E-03
8.65897E-01,-1.600E-03
8.65937E-01,-1.600E-03
8.65977E-01,-1.600E-03
8.66017E-01,-1.600E-03
8.66057E-01,-2.400E-03
8.66097E-01,-2.400E-03
8.66137E-01,-2.400E-03
8.66177E-01,-8.000E-04
8.66217E-01,-1.600E-03
8.66257E-01,-8.000E-04
8.66297E-01,-1.600E-03
8.66337E-01,-1.600E-03
8.66377E-01,-1.600E-03
8.66417E-01,-1.600E-03
8.66457E-01,-8.000E-04
8.66497E-01,-2.400E-03
8.66537E-01,-1.600E-03
8.66577E-01,-2.400E-03
8.66617E-01,-2.400E-03
8.66657E-01,-1.310E-18
8.66697E-01,-1.600E-03
8.66737E-01,-1.600E-03
8.66777E-01,-3.200E-03
8.66817E-01,-1.600E-03
8.66857E-01,-1.310E-18
8.66897E-01,-2.400E-03
8.66937E-01,-1.600E-03
8.66977E-01,-1.600E-03
8.67017E-01,-1.600E-03
8.67057E-01,-1.600E-03
8.67097E-01,-1.600E-03
8.67137E-01,-1.600E-03
8.67177E-01,-1.600E-03
8.67217E-01,-8.000E-04
8.67257E-01,-8.000E-04
8.67297E-01,-1.310E-18
8.67337E-01,-1.600E-03
