[s],CH1[V],CH2[V]
2.42229E-01,1.000E-03,1.200E+00
2.42269E-01,6.000E-04,1.160E+00
2.42309E-01,2.000E-04,1.200E+00
2.42349E-01,1.000E-03,1.180E+00
2.42389E-01,-2.000E-04,1.180E+00
2.42429E-01,2.000E-04,1.180E+00
2.42469E-01,6.000E-04,1.220E+00
2.42509E-01,-2.000E-04,1.180E+00
2.42549E-01,-6.000E-04,1.180E+00
2.42589E-01,2.000E-04,1.200E+00
2.42629E-01,1.000E-03,1.180E+00
2.42669E-01,1.000E-03,1.160E+00
2.42709E-01,-2.000E-04,1.200E+00
2.42749E-01,2.000E-04,1.220E+00
2.42789E-01,-2.000E-04,1.180E+00
2.42829E-01,6.000E-04,1.200E+00
2.42869E-01,6.000E-04,1.200E+00
2.42909E-01,2.000E-04,1.180E+00
2.42949E-01,1.000E-03,1.180E+00
2.42989E-01,6.000E-04,1.180E+00
2.43029E-01,6.000E-04,1.180E+00
2.43069E-01,6.000E-04,1.160E+00
2.43109E-01,6.000E-04,1.200E+00
2.43149E-01,6.000E-04,1.200E+00
2.43189E-01,2.000E-04,1.160E+00
2.43229E-01,2.000E-04,1.200E+00
2.43269E-01,6.000E-04,1.200E+00
2.43309E-01,2.000E-04,1.200E+00
2.43349E-01,6.000E-04,1.160E+00
2.43389E-01,2.000E-04,1.200E+00
2.43429E-01,6.000E-04,1.180E+00
2.43469E-01,-2.000E-04,1.220E+00
2.43509E-01,-2.000E-04,1.160E+00
2.43549E-01,6.000E-04,1.200E+00
2.43589E-01,-2.000E-04,1.180E+00
2.43629E-01,-6.000E-04,1.160E+00
2.43669E-01,6.000E-04,1.220E+00
2.43709E-01,6.000E-04,1.200E+00
2.43749E-01,6.000E-04,1.180E+00
2.43789E-01,6.000E-04,1.200E+00
2.43829E-01,2.000E-04,1.180E+00
2.43870E-01,-2.000E-04,1.200E+00
2.43910E-01,-1.000E-03,1.160E+00
2.43950E-01,1.000E-03,1.180E+00
2.43990E-01,-2.000E-04,1.180E+00
2.44030E-01,-2.000E-04,1.200E+00
2.44070E-01,-2.000E-04,1.200E+00
2.44110E-01,-6.000E-04,1.200E+00
2.44150E-01,6.000E-04,1.180E+00
2.44190E-01,6.000E-04,1.220E+00
2.44230E-01,-2.000E-04,1.200E+00
2.44270E-01,-6.000E-04,1.200E+00
2.44310E-01,-2.000E-04,1.200E+00
2.44350E-01,2.000E-04,1.180E+00
2.44390E-01,2.000E-04,1.200E+00
2.44430E-01,-6.000E-04,1.220E+00
2.44470E-01,2.000E-04,1.200E+00
2.44510E-01,-6.000E-04,1.180E+00
2.44550E-01,6.000E-04,1.220E+00
2.44590E-01,2.000E-04,1.200E+00
2.44630E-01,-2.000E-04,1.200E+00
2.44670E-01,-6.000E-04,1.180E+00
2.44710E-01,-2.000E-04,1.220E+00
2.44750E-01,-2.000E-04,1.180E+00
2.44790E-01,2.000E-04,1.180E+00
2.44830E-01,-6.000E-04,1.200E+00
2.44870E-01,-6.000E-04,1.200E+00
2.44910E-01,-6.000E-04,1.180E+00
2.44950E-01,-6.000E-04,1.200E+00
2.44990E-01,-6.000E-04,1.180E+00
2.45030E-01,-2.000E-04,1.220E+00
2.45070E-01,2.000E-04,1.220E+00
2.45110E-01,-6.000E-04,1.200E+00
2.45150E-01,-6.000E-04,1.180E+00
2.45190E-01,-2.000E-04,1.200E+00
2.45230E-01,-2.000E-04,1.220E+00
2.45270E-01,-2.000E-04,1.180E+00
2.45310E-01,-6.000E-04,1.180E+00
2.45350E-01,-6.000E-04,1.200E+00
2.45390E-01,2.000E-04,1.200E+00
2.45430E-01,-2.000E-04,1.200E+00
2.45470E-01,2.000E-04,1.200E+00
2.45510E-01,-2.000E-04,1.180E+00
2.45550E-01,2.000E-04,1.200E+00
2.45590E-01,-2.000E-04,1.220E+00
2.45630E-01,-2.000E-04,1.200E+00
2.45670E-01,-2.000E-04,1.220E+00
2.45710E-01,-6.000E-04,1.200E+00
2.45750E-01,-6.000E-04,1.180E+00
2.45790E-01,-2.000E-04,1.220E+00
2.45830E-01,-6.000E-04,1.200E+00
2.45871E-01,-6.000E-04,1.200E+00
2.45911E-01,-1.000E-03,1.180E+00
2.45951E-01,-2.000E-04,1.220E+00
2.45991E-01,-2.000E-04,1.200E+00
2.46031E-01,-6.000E-04,1.200E+00
2.46071E-01,-6.000E-04,1.200E+00
2.46111E-01,2.000E-04,1.220E+00
2.46151E-01,-2.000E-04,1.200E+00
2.46191E-01,-6.000E-04,1.180E+00
2.46231E-01,-2.000E-04,1.180E+00
2.46271E-01,-6.000E-04,1.200E+00
2.46311E-01,-2.000E-04,1.200E+00
2.46351E-01,2.000E-04,1.240E+00
2.46391E-01,2.000E-04,1.220E+00
2.46431E-01,-6.000E-04,1.200E+00
2.46471E-01,-6.000E-04,1.220E+00
2.46511E-01,-6.000E-04,1.200E+00
2.46551E-01,-6.000E-04,1.180E+00
2.46591E-01,-6.000E-04,1.200E+00
2.46631E-01,-1.400E-03,1.200E+00
2.46671E-01,-1.000E-03,1.180E+00
2.46711E-01,-6.000E-04,1.200E+00
2.46751E-01,2.000E-04,1.200E+00
2.46791E-01,2.000E-04,1.200E+00
2.46831E-01,-6.000E-04,1.200E+00
2.46871E-01,-6.000E-04,1.220E+00
2.46911E-01,-6.000E-04,1.240E+00
2.46951E-01,-6.000E-04,1.240E+00
2.46991E-01,-6.000E-04,1.180E+00
2.47031E-01,-6.000E-04,1.220E+00
2.47071E-01,-6.000E-04,1.200E+00
2.47111E-01,-2.000E-04,1.200E+00
2.47151E-01,-2.000E-04,1.220E+00
2.47191E-01,-2.000E-04,1.200E+00
2.47231E-01,-2.000E-04,1.200E+00
2.47271E-01,-1.000E-03,1.200E+00
2.47311E-01,-6.000E-04,1.220E+00
2.47351E-01,-6.000E-04,1.220E+00
2.47391E-01,-6.000E-04,1.220E+00
2.47431E-01,-6.000E-04,1.180E+00
2.47471E-01,-6.000E-04,1.200E+00
2.47511E-01,-6.000E-04,1.220E+00
2.47551E-01,-6.000E-04,1.180E+00
2.47591E-01,-6.000E-04,1.220E+00
2.47631E-01,-6.000E-04,1.200E+00
2.47671E-01,-2.000E-04,1.200E+00
2.47711E-01,-6.000E-04,1.180E+00
2.47751E-01,-6.000E-04,1.280E+00
2.47791E-01,-6.000E-04,1.240E+00
2.47831E-01,-6.000E-04,1.200E+00
2.47872E-01,-6.000E-04,1.200E+00
2.47912E-01,-6.000E-04,1.240E+00
2.47952E-01,-2.000E-04,1.220E+00
2.47992E-01,2.000E-04,1.200E+00
2.48032E-01,-1.000E-03,1.240E+00
2.48072E-01,-6.000E-04,1.180E+00
2.48112E-01,-2.000E-04,1.200E+00
2.48152E-01,-2.000E-04,1.220E+00
2.48192E-01,-2.000E-04,1.220E+00
2.48232E-01,-1.000E-03,1.200E+00
2.48272E-01,-2.000E-04,1.200E+00
2.48312E-01,-6.000E-04,1.200E+00
2.48352E-01,-6.000E-04,1.220E+00
2.48392E-01,-1.000E-03,1.200E+00
2.48432E-01,-6.000E-04,1.200E+00
2.48472E-01,-6.000E-04,1.220E+00
2.48512E-01,-1.000E-03,1.220E+00
2.48552E-01,-6.000E-04,1.200E+00
2.48592E-01,-6.000E-04,1.220E+00
2.48632E-01,-6.000E-04,1.240E+00
2.48672E-01,-6.000E-04,1.220E+00
2.48712E-01,-6.000E-04,1.200E+00
2.48752E-01,-2.000E-04,1.240E+00
2.48792E-01,-2.000E-04,1.240E+00
2.48832E-01,-2.000E-04,1.220E+00
2.48872E-01,-2.000E-04,1.200E+00
2.48912E-01,-2.000E-04,1.180E+00
2.48952E-01,-2.000E-04,1.220E+00
2.48992E-01,2.000E-04,1.200E+00
2.49032E-01,-6.000E-04,1.220E+00
2.49072E-01,-2.000E-04,1.200E+00
2.49112E-01,-6.000E-04,1.220E+00
2.49152E-01,-2.000E-04,1.200E+00
2.49192E-01,2.000E-04,1.240E+00
2.49232E-01,2.000E-04,1.200E+00
2.49272E-01,2.000E-04,1.220E+00
2.49312E-01,2.000E-04,1.240E+00
2.49352E-01,-6.000E-04,1.240E+00
2.49392E-01,-2.000E-04,1.220E+00
2.49432E-01,-6.000E-04,1.220E+00
2.49472E-01,-2.000E-04,1.240E+00
2.49512E-01,-2.000E-04,1.220E+00
2.49552E-01,-1.000E-03,1.220E+00
2.49592E-01,-2.000E-04,1.220E+00
2.49632E-01,-2.000E-04,1.240E+00
2.49672E-01,-2.000E-04,1.200E+00
